id,date,index_name,tenor,spread_bps,series_number,bloomberg_ticker
4,2015-09-21,US_IG,5Y,81.25,25,CDXIG525 Curncy
8,2015-09-22,US_IG,5Y,83.15,25,CDXIG525 Curncy
12,2015-09-23,US_IG,5Y,84.308,25,CDXIG525 Curncy
16,2015-09-24,US_IG,5Y,86.078,25,CDXIG525 Curncy
20,2015-09-25,US_IG,5Y,88.375,25,CDXIG525 Curncy
24,2015-09-28,US_IG,5Y,92.524,25,CDXIG525 Curncy
28,2015-09-29,US_IG,5Y,92.826,25,CDXIG525 Curncy
32,2015-09-30,US_IG,5Y,93.6,25,CDXIG525 Curncy
36,2015-10-01,US_IG,5Y,94.35,25,CDXIG525 Curncy
40,2015-10-02,US_IG,5Y,92.501,25,CDXIG525 Curncy
44,2015-10-05,US_IG,5Y,87.25,25,CDXIG525 Curncy
48,2015-10-06,US_IG,5Y,88.133,25,CDXIG525 Curncy
52,2015-10-07,US_IG,5Y,83.85,25,CDXIG525 Curncy
56,2015-10-08,US_IG,5Y,81.85,25,CDXIG525 Curncy
60,2015-10-09,US_IG,5Y,81.6,25,CDXIG525 Curncy
67,2015-10-13,US_IG,5Y,83.967,25,CDXIG525 Curncy
71,2015-10-14,US_IG,5Y,85.65,25,CDXIG525 Curncy
75,2015-10-15,US_IG,5Y,82.832,25,CDXIG525 Curncy
79,2015-10-16,US_IG,5Y,81.333,25,CDXIG525 Curncy
83,2015-10-19,US_IG,5Y,80.05,25,CDXIG525 Curncy
87,2015-10-20,US_IG,5Y,81.209,25,CDXIG525 Curncy
91,2015-10-21,US_IG,5Y,82.363,25,CDXIG525 Curncy
95,2015-10-22,US_IG,5Y,80.085,25,CDXIG525 Curncy
99,2015-10-23,US_IG,5Y,77.268,25,CDXIG525 Curncy
103,2015-10-26,US_IG,5Y,77.816,25,CDXIG525 Curncy
107,2015-10-27,US_IG,5Y,78.277,25,CDXIG525 Curncy
111,2015-10-28,US_IG,5Y,77.316,25,CDXIG525 Curncy
115,2015-10-29,US_IG,5Y,78.547,25,CDXIG525 Curncy
119,2015-10-30,US_IG,5Y,78.887,25,CDXIG525 Curncy
123,2015-11-02,US_IG,5Y,76.566,25,CDXIG525 Curncy
127,2015-11-03,US_IG,5Y,75.581,25,CDXIG525 Curncy
131,2015-11-04,US_IG,5Y,77.599,25,CDXIG525 Curncy
135,2015-11-05,US_IG,5Y,78.26,25,CDXIG525 Curncy
139,2015-11-06,US_IG,5Y,79.388,25,CDXIG525 Curncy
143,2015-11-09,US_IG,5Y,81.052,25,CDXIG525 Curncy
147,2015-11-10,US_IG,5Y,81.05,25,CDXIG525 Curncy
154,2015-11-12,US_IG,5Y,83.378,25,CDXIG525 Curncy
158,2015-11-13,US_IG,5Y,85.655,25,CDXIG525 Curncy
162,2015-11-16,US_IG,5Y,83.016,25,CDXIG525 Curncy
166,2015-11-17,US_IG,5Y,83.393,25,CDXIG525 Curncy
170,2015-11-18,US_IG,5Y,81.889,25,CDXIG525 Curncy
174,2015-11-19,US_IG,5Y,84.893,25,CDXIG525 Curncy
178,2015-11-20,US_IG,5Y,84.557,25,CDXIG525 Curncy
182,2015-11-23,US_IG,5Y,84.942,25,CDXIG525 Curncy
186,2015-11-24,US_IG,5Y,85.253,25,CDXIG525 Curncy
190,2015-11-25,US_IG,5Y,84.535,25,CDXIG525 Curncy
197,2015-11-27,US_IG,5Y,84.537,25,CDXIG525 Curncy
201,2015-11-30,US_IG,5Y,83.969,25,CDXIG525 Curncy
205,2015-12-01,US_IG,5Y,80.55,25,CDXIG525 Curncy
209,2015-12-02,US_IG,5Y,82.208,25,CDXIG525 Curncy
213,2015-12-03,US_IG,5Y,83.482,25,CDXIG525 Curncy
217,2015-12-04,US_IG,5Y,81.965,25,CDXIG525 Curncy
221,2015-12-07,US_IG,5Y,83.474,25,CDXIG525 Curncy
225,2015-12-08,US_IG,5Y,86.021,25,CDXIG525 Curncy
229,2015-12-09,US_IG,5Y,85.98,25,CDXIG525 Curncy
233,2015-12-10,US_IG,5Y,87.844,25,CDXIG525 Curncy
237,2015-12-11,US_IG,5Y,96.325,25,CDXIG525 Curncy
241,2015-12-14,US_IG,5Y,92.708,25,CDXIG525 Curncy
245,2015-12-15,US_IG,5Y,90.545,25,CDXIG525 Curncy
249,2015-12-16,US_IG,5Y,89.463,25,CDXIG525 Curncy
253,2015-12-17,US_IG,5Y,94.419,25,CDXIG525 Curncy
257,2015-12-18,US_IG,5Y,95.251,25,CDXIG525 Curncy
261,2015-12-21,US_IG,5Y,95.088,25,CDXIG525 Curncy
265,2015-12-22,US_IG,5Y,92.396,25,CDXIG525 Curncy
269,2015-12-23,US_IG,5Y,89.959,25,CDXIG525 Curncy
273,2015-12-24,US_IG,5Y,89.705,25,CDXIG525 Curncy
274,2015-12-28,US_IG,5Y,90.538,25,CDXIG525 Curncy
277,2015-12-29,US_IG,5Y,88.422,25,CDXIG525 Curncy
279,2015-12-31,US_IG,5Y,88.244,25,CDXIG525 Curncy
289,2016-01-07,US_IG,5Y,96.07,25,CDXIG525 Curncy
294,2016-01-11,US_IG,5Y,98.352,25,CDXIG525 Curncy
300,2016-01-15,US_IG,5Y,109.992,25,CDXIG525 Curncy
301,2016-01-19,US_IG,5Y,110.452,25,CDXIG525 Curncy
305,2016-01-20,US_IG,5Y,110.868,25,CDXIG525 Curncy
309,2016-01-21,US_IG,5Y,108.587,25,CDXIG525 Curncy
313,2016-01-22,US_IG,5Y,104.094,25,CDXIG525 Curncy
317,2016-01-25,US_IG,5Y,106.757,25,CDXIG525 Curncy
321,2016-01-26,US_IG,5Y,104.573,25,CDXIG525 Curncy
325,2016-01-27,US_IG,5Y,104.729,25,CDXIG525 Curncy
329,2016-01-28,US_IG,5Y,103.437,25,CDXIG525 Curncy
333,2016-01-29,US_IG,5Y,101.98,25,CDXIG525 Curncy
337,2016-02-01,US_IG,5Y,104.02,25,CDXIG525 Curncy
341,2016-02-02,US_IG,5Y,108.652,25,CDXIG525 Curncy
345,2016-02-03,US_IG,5Y,107.695,25,CDXIG525 Curncy
349,2016-02-04,US_IG,5Y,109.574,25,CDXIG525 Curncy
353,2016-02-05,US_IG,5Y,114.8,25,CDXIG525 Curncy
357,2016-02-08,US_IG,5Y,120.244,25,CDXIG525 Curncy
361,2016-02-09,US_IG,5Y,119.554,25,CDXIG525 Curncy
365,2016-02-10,US_IG,5Y,121.563,25,CDXIG525 Curncy
369,2016-02-11,US_IG,5Y,124.6,25,CDXIG525 Curncy
373,2016-02-12,US_IG,5Y,121.962,25,CDXIG525 Curncy
380,2016-02-16,US_IG,5Y,121.253,25,CDXIG525 Curncy
384,2016-02-17,US_IG,5Y,116.818,25,CDXIG525 Curncy
388,2016-02-18,US_IG,5Y,116.77,25,CDXIG525 Curncy
392,2016-02-19,US_IG,5Y,118.128,25,CDXIG525 Curncy
396,2016-02-22,US_IG,5Y,113.495,25,CDXIG525 Curncy
400,2016-02-23,US_IG,5Y,115.725,25,CDXIG525 Curncy
404,2016-02-24,US_IG,5Y,114.503,25,CDXIG525 Curncy
408,2016-02-25,US_IG,5Y,112.628,25,CDXIG525 Curncy
412,2016-02-26,US_IG,5Y,110.29,25,CDXIG525 Curncy
416,2016-02-29,US_IG,5Y,107.456,25,CDXIG525 Curncy
420,2016-03-01,US_IG,5Y,100.583,25,CDXIG525 Curncy
424,2016-03-02,US_IG,5Y,100.125,25,CDXIG525 Curncy
428,2016-03-03,US_IG,5Y,96.946,25,CDXIG525 Curncy
432,2016-03-04,US_IG,5Y,94.368,25,CDXIG525 Curncy
436,2016-03-07,US_IG,5Y,93.71,25,CDXIG525 Curncy
440,2016-03-08,US_IG,5Y,98.167,25,CDXIG525 Curncy
444,2016-03-09,US_IG,5Y,96.213,25,CDXIG525 Curncy
448,2016-03-10,US_IG,5Y,90.813,25,CDXIG525 Curncy
452,2016-03-11,US_IG,5Y,82.847,25,CDXIG525 Curncy
456,2016-03-14,US_IG,5Y,85.126,25,CDXIG525 Curncy
460,2016-03-15,US_IG,5Y,89.083,25,CDXIG525 Curncy
464,2016-03-16,US_IG,5Y,85.711,25,CDXIG525 Curncy
468,2016-03-17,US_IG,5Y,83.694,25,CDXIG525 Curncy
472,2016-03-18,US_IG,5Y,85.154,25,CDXIG525 Curncy
476,2016-03-21,US_IG,5Y,77.556,26,CDXIG526 Curncy
480,2016-03-22,US_IG,5Y,80.855,26,CDXIG526 Curncy
484,2016-03-23,US_IG,5Y,81.253,26,CDXIG526 Curncy
488,2016-03-24,US_IG,5Y,83.415,26,CDXIG526 Curncy
489,2016-03-28,US_IG,5Y,83.23,26,CDXIG526 Curncy
493,2016-03-29,US_IG,5Y,82.52,26,CDXIG526 Curncy
497,2016-03-30,US_IG,5Y,78.508,26,CDXIG526 Curncy
501,2016-03-31,US_IG,5Y,78.592,26,CDXIG526 Curncy
505,2016-04-01,US_IG,5Y,75.542,26,CDXIG526 Curncy
509,2016-04-04,US_IG,5Y,76.27,26,CDXIG526 Curncy
513,2016-04-05,US_IG,5Y,79.628,26,CDXIG526 Curncy
517,2016-04-06,US_IG,5Y,77.678,26,CDXIG526 Curncy
521,2016-04-07,US_IG,5Y,82.34,26,CDXIG526 Curncy
525,2016-04-08,US_IG,5Y,82.331,26,CDXIG526 Curncy
529,2016-04-11,US_IG,5Y,81.402,26,CDXIG526 Curncy
533,2016-04-12,US_IG,5Y,79.519,26,CDXIG526 Curncy
537,2016-04-13,US_IG,5Y,79.488,26,CDXIG526 Curncy
541,2016-04-14,US_IG,5Y,78.99,26,CDXIG526 Curncy
545,2016-04-15,US_IG,5Y,80.17,26,CDXIG526 Curncy
549,2016-04-18,US_IG,5Y,77.921,26,CDXIG526 Curncy
553,2016-04-19,US_IG,5Y,75.59,26,CDXIG526 Curncy
557,2016-04-20,US_IG,5Y,72.744,26,CDXIG526 Curncy
561,2016-04-21,US_IG,5Y,74.106,26,CDXIG526 Curncy
565,2016-04-22,US_IG,5Y,73.0,26,CDXIG526 Curncy
569,2016-04-25,US_IG,5Y,74.629,26,CDXIG526 Curncy
573,2016-04-26,US_IG,5Y,74.497,26,CDXIG526 Curncy
577,2016-04-27,US_IG,5Y,73.73,26,CDXIG526 Curncy
581,2016-04-28,US_IG,5Y,76.481,26,CDXIG526 Curncy
585,2016-04-29,US_IG,5Y,77.478,26,CDXIG526 Curncy
587,2016-05-02,US_IG,5Y,77.965,26,CDXIG526 Curncy
591,2016-05-03,US_IG,5Y,81.479,26,CDXIG526 Curncy
595,2016-05-04,US_IG,5Y,83.346,26,CDXIG526 Curncy
599,2016-05-05,US_IG,5Y,84.742,26,CDXIG526 Curncy
603,2016-05-06,US_IG,5Y,85.265,26,CDXIG526 Curncy
607,2016-05-09,US_IG,5Y,84.013,26,CDXIG526 Curncy
611,2016-05-10,US_IG,5Y,80.507,26,CDXIG526 Curncy
615,2016-05-11,US_IG,5Y,82.217,26,CDXIG526 Curncy
619,2016-05-12,US_IG,5Y,81.288,26,CDXIG526 Curncy
623,2016-05-13,US_IG,5Y,83.312,26,CDXIG526 Curncy
627,2016-05-16,US_IG,5Y,81.535,26,CDXIG526 Curncy
631,2016-05-17,US_IG,5Y,82.507,26,CDXIG526 Curncy
635,2016-05-18,US_IG,5Y,83.727,26,CDXIG526 Curncy
639,2016-05-19,US_IG,5Y,85.188,26,CDXIG526 Curncy
643,2016-05-20,US_IG,5Y,83.749,26,CDXIG526 Curncy
647,2016-05-23,US_IG,5Y,83.596,26,CDXIG526 Curncy
651,2016-05-24,US_IG,5Y,79.573,26,CDXIG526 Curncy
655,2016-05-25,US_IG,5Y,77.085,26,CDXIG526 Curncy
659,2016-05-26,US_IG,5Y,77.036,26,CDXIG526 Curncy
663,2016-05-27,US_IG,5Y,76.242,26,CDXIG526 Curncy
668,2016-05-31,US_IG,5Y,76.668,26,CDXIG526 Curncy
672,2016-06-01,US_IG,5Y,77.314,26,CDXIG526 Curncy
676,2016-06-02,US_IG,5Y,77.124,26,CDXIG526 Curncy
680,2016-06-03,US_IG,5Y,77.365,26,CDXIG526 Curncy
684,2016-06-06,US_IG,5Y,74.393,26,CDXIG526 Curncy
688,2016-06-07,US_IG,5Y,73.773,26,CDXIG526 Curncy
692,2016-06-08,US_IG,5Y,73.594,26,CDXIG526 Curncy
696,2016-06-09,US_IG,5Y,75.993,26,CDXIG526 Curncy
700,2016-06-10,US_IG,5Y,78.775,26,CDXIG526 Curncy
704,2016-06-13,US_IG,5Y,81.54,26,CDXIG526 Curncy
708,2016-06-14,US_IG,5Y,84.093,26,CDXIG526 Curncy
712,2016-06-15,US_IG,5Y,85.208,26,CDXIG526 Curncy
716,2016-06-16,US_IG,5Y,82.717,26,CDXIG526 Curncy
720,2016-06-17,US_IG,5Y,82.805,26,CDXIG526 Curncy
724,2016-06-20,US_IG,5Y,80.12,26,CDXIG526 Curncy
728,2016-06-21,US_IG,5Y,78.57,26,CDXIG526 Curncy
732,2016-06-22,US_IG,5Y,78.91,26,CDXIG526 Curncy
736,2016-06-23,US_IG,5Y,76.247,26,CDXIG526 Curncy
740,2016-06-24,US_IG,5Y,86.963,26,CDXIG526 Curncy
744,2016-06-27,US_IG,5Y,91.179,26,CDXIG526 Curncy
748,2016-06-28,US_IG,5Y,84.598,26,CDXIG526 Curncy
752,2016-06-29,US_IG,5Y,81.27,26,CDXIG526 Curncy
756,2016-06-30,US_IG,5Y,76.984,26,CDXIG526 Curncy
760,2016-07-01,US_IG,5Y,77.417,26,CDXIG526 Curncy
767,2016-07-05,US_IG,5Y,78.993,26,CDXIG526 Curncy
771,2016-07-06,US_IG,5Y,76.343,26,CDXIG526 Curncy
775,2016-07-07,US_IG,5Y,76.72,26,CDXIG526 Curncy
779,2016-07-08,US_IG,5Y,73.001,26,CDXIG526 Curncy
783,2016-07-11,US_IG,5Y,72.307,26,CDXIG526 Curncy
787,2016-07-12,US_IG,5Y,70.882,26,CDXIG526 Curncy
791,2016-07-13,US_IG,5Y,71.345,26,CDXIG526 Curncy
795,2016-07-14,US_IG,5Y,71.331,26,CDXIG526 Curncy
799,2016-07-15,US_IG,5Y,72.844,26,CDXIG526 Curncy
803,2016-07-18,US_IG,5Y,70.975,26,CDXIG526 Curncy
807,2016-07-19,US_IG,5Y,71.254,26,CDXIG526 Curncy
811,2016-07-20,US_IG,5Y,70.212,26,CDXIG526 Curncy
815,2016-07-21,US_IG,5Y,71.342,26,CDXIG526 Curncy
819,2016-07-22,US_IG,5Y,70.563,26,CDXIG526 Curncy
823,2016-07-25,US_IG,5Y,73.451,26,CDXIG526 Curncy
827,2016-07-26,US_IG,5Y,74.577,26,CDXIG526 Curncy
831,2016-07-27,US_IG,5Y,73.45,26,CDXIG526 Curncy
835,2016-07-28,US_IG,5Y,74.295,26,CDXIG526 Curncy
839,2016-07-29,US_IG,5Y,72.025,26,CDXIG526 Curncy
843,2016-08-01,US_IG,5Y,75.231,26,CDXIG526 Curncy
847,2016-08-02,US_IG,5Y,76.833,26,CDXIG526 Curncy
851,2016-08-03,US_IG,5Y,74.941,26,CDXIG526 Curncy
855,2016-08-04,US_IG,5Y,73.22,26,CDXIG526 Curncy
859,2016-08-05,US_IG,5Y,70.725,26,CDXIG526 Curncy
863,2016-08-08,US_IG,5Y,71.34,26,CDXIG526 Curncy
867,2016-08-09,US_IG,5Y,71.175,26,CDXIG526 Curncy
871,2016-08-10,US_IG,5Y,72.138,26,CDXIG526 Curncy
875,2016-08-11,US_IG,5Y,71.503,26,CDXIG526 Curncy
879,2016-08-12,US_IG,5Y,71.597,26,CDXIG526 Curncy
883,2016-08-15,US_IG,5Y,70.45,26,CDXIG526 Curncy
887,2016-08-16,US_IG,5Y,71.07,26,CDXIG526 Curncy
891,2016-08-17,US_IG,5Y,70.704,26,CDXIG526 Curncy
895,2016-08-18,US_IG,5Y,69.572,26,CDXIG526 Curncy
899,2016-08-19,US_IG,5Y,70.478,26,CDXIG526 Curncy
903,2016-08-22,US_IG,5Y,71.891,26,CDXIG526 Curncy
907,2016-08-23,US_IG,5Y,70.768,26,CDXIG526 Curncy
911,2016-08-24,US_IG,5Y,71.762,26,CDXIG526 Curncy
915,2016-08-25,US_IG,5Y,71.482,26,CDXIG526 Curncy
919,2016-08-26,US_IG,5Y,72.017,26,CDXIG526 Curncy
921,2016-08-29,US_IG,5Y,71.176,26,CDXIG526 Curncy
925,2016-08-30,US_IG,5Y,71.258,26,CDXIG526 Curncy
929,2016-08-31,US_IG,5Y,72.82,26,CDXIG526 Curncy
933,2016-09-01,US_IG,5Y,73.885,26,CDXIG526 Curncy
937,2016-09-02,US_IG,5Y,72.544,26,CDXIG526 Curncy
944,2016-09-06,US_IG,5Y,71.162,26,CDXIG526 Curncy
948,2016-09-07,US_IG,5Y,71.635,26,CDXIG526 Curncy
952,2016-09-08,US_IG,5Y,71.652,26,CDXIG526 Curncy
956,2016-09-09,US_IG,5Y,76.072,26,CDXIG526 Curncy
960,2016-09-12,US_IG,5Y,73.257,26,CDXIG526 Curncy
964,2016-09-13,US_IG,5Y,76.926,26,CDXIG526 Curncy
968,2016-09-14,US_IG,5Y,77.31,26,CDXIG526 Curncy
972,2016-09-15,US_IG,5Y,74.651,26,CDXIG526 Curncy
976,2016-09-16,US_IG,5Y,75.958,26,CDXIG526 Curncy
980,2016-09-19,US_IG,5Y,74.765,26,CDXIG526 Curncy
985,2016-09-20,US_IG,5Y,81.698,27,CDXIG527 Curncy
990,2016-09-21,US_IG,5Y,78.506,27,CDXIG527 Curncy
995,2016-09-22,US_IG,5Y,76.015,27,CDXIG527 Curncy
1000,2016-09-23,US_IG,5Y,76.876,27,CDXIG527 Curncy
1005,2016-09-26,US_IG,5Y,79.113,27,CDXIG527 Curncy
1009,2016-09-27,US_IG,5Y,77.42,27,CDXIG527 Curncy
1013,2016-09-28,US_IG,5Y,75.365,27,CDXIG527 Curncy
1017,2016-09-29,US_IG,5Y,78.265,27,CDXIG527 Curncy
1022,2016-09-30,US_IG,5Y,75.132,27,CDXIG527 Curncy
1027,2016-10-03,US_IG,5Y,75.232,27,CDXIG527 Curncy
1032,2016-10-04,US_IG,5Y,75.705,27,CDXIG527 Curncy
1037,2016-10-05,US_IG,5Y,74.75,27,CDXIG527 Curncy
1042,2016-10-06,US_IG,5Y,74.257,27,CDXIG527 Curncy
1047,2016-10-07,US_IG,5Y,74.349,27,CDXIG527 Curncy
1056,2016-10-11,US_IG,5Y,75.753,27,CDXIG527 Curncy
1061,2016-10-12,US_IG,5Y,75.52,27,CDXIG527 Curncy
1066,2016-10-13,US_IG,5Y,76.053,27,CDXIG527 Curncy
1071,2016-10-14,US_IG,5Y,75.674,27,CDXIG527 Curncy
1076,2016-10-17,US_IG,5Y,76.078,27,CDXIG527 Curncy
1081,2016-10-18,US_IG,5Y,75.003,27,CDXIG527 Curncy
1086,2016-10-19,US_IG,5Y,73.725,27,CDXIG527 Curncy
1091,2016-10-20,US_IG,5Y,73.938,27,CDXIG527 Curncy
1096,2016-10-21,US_IG,5Y,73.799,27,CDXIG527 Curncy
1101,2016-10-24,US_IG,5Y,73.767,27,CDXIG527 Curncy
1106,2016-10-25,US_IG,5Y,74.537,27,CDXIG527 Curncy
1111,2016-10-26,US_IG,5Y,75.345,27,CDXIG527 Curncy
1116,2016-10-27,US_IG,5Y,76.257,27,CDXIG527 Curncy
1121,2016-10-28,US_IG,5Y,77.702,27,CDXIG527 Curncy
1126,2016-10-31,US_IG,5Y,78.708,27,CDXIG527 Curncy
1131,2016-11-01,US_IG,5Y,79.52,27,CDXIG527 Curncy
1136,2016-11-02,US_IG,5Y,79.977,27,CDXIG527 Curncy
1141,2016-11-03,US_IG,5Y,80.702,27,CDXIG527 Curncy
1146,2016-11-04,US_IG,5Y,80.967,27,CDXIG527 Curncy
1151,2016-11-07,US_IG,5Y,76.447,27,CDXIG527 Curncy
1156,2016-11-08,US_IG,5Y,75.757,27,CDXIG527 Curncy
1161,2016-11-09,US_IG,5Y,74.467,27,CDXIG527 Curncy
1166,2016-11-10,US_IG,5Y,75.447,27,CDXIG527 Curncy
1175,2016-11-14,US_IG,5Y,77.503,27,CDXIG527 Curncy
1180,2016-11-15,US_IG,5Y,73.988,27,CDXIG527 Curncy
1185,2016-11-16,US_IG,5Y,75.255,27,CDXIG527 Curncy
1190,2016-11-17,US_IG,5Y,74.932,27,CDXIG527 Curncy
1195,2016-11-18,US_IG,5Y,76.786,27,CDXIG527 Curncy
1200,2016-11-21,US_IG,5Y,75.733,27,CDXIG527 Curncy
1205,2016-11-22,US_IG,5Y,73.855,27,CDXIG527 Curncy
1210,2016-11-23,US_IG,5Y,73.979,27,CDXIG527 Curncy
1219,2016-11-25,US_IG,5Y,73.07,27,CDXIG527 Curncy
1224,2016-11-28,US_IG,5Y,73.845,27,CDXIG527 Curncy
1229,2016-11-29,US_IG,5Y,73.5,27,CDXIG527 Curncy
1234,2016-11-30,US_IG,5Y,72.751,27,CDXIG527 Curncy
1239,2016-12-01,US_IG,5Y,73.507,27,CDXIG527 Curncy
1244,2016-12-02,US_IG,5Y,72.921,27,CDXIG527 Curncy
1249,2016-12-05,US_IG,5Y,71.894,27,CDXIG527 Curncy
1254,2016-12-06,US_IG,5Y,69.54,27,CDXIG527 Curncy
1259,2016-12-07,US_IG,5Y,68.035,27,CDXIG527 Curncy
1264,2016-12-08,US_IG,5Y,68.895,27,CDXIG527 Curncy
1269,2016-12-09,US_IG,5Y,66.89,27,CDXIG527 Curncy
1274,2016-12-12,US_IG,5Y,68.095,27,CDXIG527 Curncy
1279,2016-12-13,US_IG,5Y,67.827,27,CDXIG527 Curncy
1284,2016-12-14,US_IG,5Y,69.43,27,CDXIG527 Curncy
1289,2016-12-15,US_IG,5Y,68.798,27,CDXIG527 Curncy
1294,2016-12-16,US_IG,5Y,68.945,27,CDXIG527 Curncy
1299,2016-12-19,US_IG,5Y,67.695,27,CDXIG527 Curncy
1304,2016-12-20,US_IG,5Y,66.512,27,CDXIG527 Curncy
1309,2016-12-21,US_IG,5Y,66.249,27,CDXIG527 Curncy
1314,2016-12-22,US_IG,5Y,66.113,27,CDXIG527 Curncy
1319,2016-12-23,US_IG,5Y,66.474,27,CDXIG527 Curncy
1320,2016-12-27,US_IG,5Y,66.753,27,CDXIG527 Curncy
1325,2016-12-28,US_IG,5Y,67.909,27,CDXIG527 Curncy
1330,2016-12-29,US_IG,5Y,68.109,27,CDXIG527 Curncy
1335,2016-12-30,US_IG,5Y,67.585,27,CDXIG527 Curncy
1340,2017-01-03,US_IG,5Y,65.669,27,CDXIG527 Curncy
1345,2017-01-04,US_IG,5Y,63.476,27,CDXIG527 Curncy
1350,2017-01-05,US_IG,5Y,63.743,27,CDXIG527 Curncy
1355,2017-01-06,US_IG,5Y,64.47,27,CDXIG527 Curncy
1360,2017-01-09,US_IG,5Y,65.451,27,CDXIG527 Curncy
1365,2017-01-10,US_IG,5Y,66.075,27,CDXIG527 Curncy
1370,2017-01-11,US_IG,5Y,65.942,27,CDXIG527 Curncy
1375,2017-01-12,US_IG,5Y,66.328,27,CDXIG527 Curncy
1380,2017-01-13,US_IG,5Y,65.82,27,CDXIG527 Curncy
1389,2017-01-17,US_IG,5Y,66.428,27,CDXIG527 Curncy
1394,2017-01-18,US_IG,5Y,65.719,27,CDXIG527 Curncy
1399,2017-01-19,US_IG,5Y,66.095,27,CDXIG527 Curncy
1404,2017-01-20,US_IG,5Y,65.879,27,CDXIG527 Curncy
1409,2017-01-23,US_IG,5Y,66.447,27,CDXIG527 Curncy
1414,2017-01-24,US_IG,5Y,65.415,27,CDXIG527 Curncy
1419,2017-01-25,US_IG,5Y,63.809,27,CDXIG527 Curncy
1424,2017-01-26,US_IG,5Y,63.988,27,CDXIG527 Curncy
1429,2017-01-27,US_IG,5Y,64.157,27,CDXIG527 Curncy
1434,2017-01-30,US_IG,5Y,65.788,27,CDXIG527 Curncy
1439,2017-01-31,US_IG,5Y,66.26,27,CDXIG527 Curncy
1444,2017-02-01,US_IG,5Y,65.83,27,CDXIG527 Curncy
1449,2017-02-02,US_IG,5Y,65.548,27,CDXIG527 Curncy
1454,2017-02-03,US_IG,5Y,63.605,27,CDXIG527 Curncy
1459,2017-02-06,US_IG,5Y,64.757,27,CDXIG527 Curncy
1464,2017-02-07,US_IG,5Y,65.54,27,CDXIG527 Curncy
1469,2017-02-08,US_IG,5Y,66.861,27,CDXIG527 Curncy
1474,2017-02-09,US_IG,5Y,64.712,27,CDXIG527 Curncy
1479,2017-02-10,US_IG,5Y,64.482,27,CDXIG527 Curncy
1484,2017-02-13,US_IG,5Y,63.268,27,CDXIG527 Curncy
1489,2017-02-14,US_IG,5Y,62.8,27,CDXIG527 Curncy
1494,2017-02-15,US_IG,5Y,62.979,27,CDXIG527 Curncy
1499,2017-02-16,US_IG,5Y,63.691,27,CDXIG527 Curncy
1504,2017-02-17,US_IG,5Y,63.517,27,CDXIG527 Curncy
1513,2017-02-21,US_IG,5Y,62.57,27,CDXIG527 Curncy
1518,2017-02-22,US_IG,5Y,62.583,27,CDXIG527 Curncy
1523,2017-02-23,US_IG,5Y,62.33,27,CDXIG527 Curncy
1528,2017-02-24,US_IG,5Y,62.558,27,CDXIG527 Curncy
1533,2017-02-27,US_IG,5Y,62.268,27,CDXIG527 Curncy
1538,2017-02-28,US_IG,5Y,62.577,27,CDXIG527 Curncy
1543,2017-03-01,US_IG,5Y,60.146,27,CDXIG527 Curncy
1548,2017-03-02,US_IG,5Y,60.373,27,CDXIG527 Curncy
1553,2017-03-03,US_IG,5Y,59.841,27,CDXIG527 Curncy
1558,2017-03-06,US_IG,5Y,60.6,27,CDXIG527 Curncy
1563,2017-03-07,US_IG,5Y,62.524,27,CDXIG527 Curncy
1568,2017-03-08,US_IG,5Y,63.894,27,CDXIG527 Curncy
1573,2017-03-09,US_IG,5Y,64.469,27,CDXIG527 Curncy
1578,2017-03-10,US_IG,5Y,64.547,27,CDXIG527 Curncy
1583,2017-03-13,US_IG,5Y,64.853,27,CDXIG527 Curncy
1588,2017-03-14,US_IG,5Y,65.803,27,CDXIG527 Curncy
1593,2017-03-15,US_IG,5Y,61.836,27,CDXIG527 Curncy
1598,2017-03-16,US_IG,5Y,61.895,27,CDXIG527 Curncy
1603,2017-03-17,US_IG,5Y,60.952,27,CDXIG527 Curncy
1608,2017-03-20,US_IG,5Y,68.385,28,CDXIG528 Curncy
1613,2017-03-21,US_IG,5Y,69.678,28,CDXIG528 Curncy
1618,2017-03-22,US_IG,5Y,68.342,28,CDXIG528 Curncy
1623,2017-03-23,US_IG,5Y,67.982,28,CDXIG528 Curncy
1628,2017-03-24,US_IG,5Y,67.014,28,CDXIG528 Curncy
1633,2017-03-27,US_IG,5Y,67.805,28,CDXIG528 Curncy
1638,2017-03-28,US_IG,5Y,67.18,28,CDXIG528 Curncy
1643,2017-03-29,US_IG,5Y,67.783,28,CDXIG528 Curncy
1648,2017-03-30,US_IG,5Y,66.813,28,CDXIG528 Curncy
1653,2017-03-31,US_IG,5Y,66.331,28,CDXIG528 Curncy
1658,2017-04-03,US_IG,5Y,66.702,28,CDXIG528 Curncy
1663,2017-04-04,US_IG,5Y,65.93,28,CDXIG528 Curncy
1668,2017-04-05,US_IG,5Y,65.897,28,CDXIG528 Curncy
1673,2017-04-06,US_IG,5Y,65.497,28,CDXIG528 Curncy
1678,2017-04-07,US_IG,5Y,65.447,28,CDXIG528 Curncy
1683,2017-04-10,US_IG,5Y,65.434,28,CDXIG528 Curncy
1688,2017-04-11,US_IG,5Y,66.385,28,CDXIG528 Curncy
1693,2017-04-12,US_IG,5Y,67.671,28,CDXIG528 Curncy
1698,2017-04-13,US_IG,5Y,67.915,28,CDXIG528 Curncy
1702,2017-04-17,US_IG,5Y,67.892,28,CDXIG528 Curncy
