id,date,index_name,tenor,spread_bps,series_number,bloomberg_ticker
13285,2021-11-02,US_HY,5Y,301.58,37,CDXHY537 BEST Curncy
13286,2021-11-02,US_HY,7Y,340.7,37,CDXHY737 BEST Curncy
13287,2021-11-02,US_HY,10Y,350.844,37,CDXHY037 BEST Curncy
13295,2021-11-03,US_IG,5Y,52.03,37,CDXIG537 Curncy
13296,2021-11-03,US_HY,3Y,263.066,37,CDXHY337 BEST Curncy
13297,2021-11-03,US_HY,5Y,297.7713,37,CDXHY537 BEST Curncy
13298,2021-11-03,US_HY,7Y,339.378,37,CDXHY737 BEST Curncy
13299,2021-11-03,US_HY,10Y,349.281,37,CDXHY037 BEST Curncy
13310,2021-11-04,US_HY,7Y,332.601,37,CDXHY737 BEST Curncy
13311,2021-11-04,US_HY,10Y,343.686,37,CDXHY037 BEST Curncy
13308,2021-11-04,US_HY,3Y,262.852,37,CDXHY337 BEST Curncy
13307,2021-11-04,US_IG,5Y,50.2,37,CDXIG537 Curncy
