ym,month,ret_dn,dts_p,cum_dn,ret_cdx,dts_cdx,theta_cdx,ret_dn_hedged,cum_dn_hedged
2017-04,2017-04,0.006651135172998808,0.38533601833333336,0.006651135172998757,0.0011764999999999996,0.031989000000000004,-12.045891348067565,-0.007520855998002678,-0.0075208559980026735
2017-05,2017-05,0.01868960785505715,0.37947296,0.025465050136230127,0.0011965000000000022,0.0307925,-12.323551514167411,0.0039444784683558155,-0.0036060433841946793
2017-06,2017-06,-0.00822670264058694,0.37178284076923074,0.017028854100444857,0.0005330000000000005,0.030259499999999998,-12.286483278614345,-0.01477539822808839,-0.018328160885253797
2017-07,2017-07,0.008144440932004315,0.35400992307692314,0.025311985528809977,0.0016465000000000013,0.028613,-12.372345544924444,-0.012226626007713797,-0.03033069532441446
2017-08,2017-08,-0.003314219044264446,0.35933236999999996,0.02191387702005776,-0.0003330000000000043,0.028946000000000003,-12.413886892834931,0.000819605291049639,-0.02953594923173397
2017-09,2017-09,0.012393959979495307,0.3961420339999999,0.03457943671433528,0.0011300000000000025,0.027816,-14.241516896750069,-0.0036989541138323055,-0.03312565122464961
2017-10,2017-10,-0.0025769671108094834,0.35812646461538455,0.031913359532402596,0.0017409999999999995,0.026075,-13.734476111807652,-0.026488690021466598,-0.058736886139067246
2017-11,2017-11,-0.0004941380621058842,0.3829296778571428,0.0314034518646622,3.099999999999804e-05,0.026044,-14.70318222458696,-0.0009499367110680512,-0.05963102652569796
2017-12,2017-12,0.0021792739770662138,0.383282015,0.03365116256716716,0.0015340000000000015,0.02451,-15.63778110975112,-0.021809082245292027,-0.0801396108091198
2018-01,2018-01,-0.002399151919311179,0.3743439186666666,0.031171276396595893,0.0008699999999999984,0.02364,-15.835191144952056,-0.016175768215419443,-0.09501905925521703
2018-02,2018-02,-0.019344204422241877,0.33636836333333336,0.011224088431636137,-0.004487999999999996,0.028128,-11.958488457527494,0.03432549177514147,-0.06395514341702224
2018-03,2018-03,0.001831571860782439,0.34763716066666667,0.0130762180169528,-0.004650500000000003,0.0327785,-10.605645794245211,0.051153127626919814,-0.01607352140371121
2018-04,2018-04,-0.020753026346709447,0.361298256875,-0.007948179426777835,0.0024295000000000002,0.030349,-11.904782921183564,-0.04967569645372492,-0.06495075448724297
2018-05,2018-05,-0.0016076362114775132,0.33719808749999997,-0.00954303785719357,-0.003055000000000002,0.033404,-10.094542195545442,0.029231190195913834,-0.03761815214911379
2018-06,2018-06,-0.0020086971205879366,0.348571879375,-0.011532565905116088,-0.0003934999999999963,0.0337975,-10.313540332125157,0.0020496810001032744,-0.035645576360729625
2018-07,2018-07,-0.0046602420123159575,0.38424253,-0.016139063369291273,0.004805499999999997,0.028992000000000004,-13.253398523730683,-0.06834944861810373,-0.10155866948890302
2018-08,2018-08,-0.013809164482109702,0.332082319375,-0.029725360870747175,-0.0009774999999999975,0.0299695,-11.080675999766429,-0.0029778036923380456,-0.104234051400248
2018-09,2018-09,-0.013758322021428716,0.35550574,-0.04307471180511291,0.00037950000000000136,0.029589999999999998,-12.014387968908416,-0.018317782255629477,-0.12064249699870566
2018-10,2018-10,-0.032771436195428355,0.3490885605882353,-0.07443452783098348,-0.004789,0.034379,-10.154122010187477,0.015856654111359468,-0.10669882923338547
2018-11,2018-11,-0.0033069443683880788,0.37353875999999997,-0.0774953213567473,-0.0031030000000000033,0.037482,-9.96581719225228,0.027616986379170778,-0.08202854296782647
2018-12,2018-12,-0.006309433363912084,0.390105945,-0.08331580315454401,-0.006392499999999992,0.0438745,-8.891404916295343,0.05052887256350583,-0.035644480198512074
2019-01,2019-01,0.040368336411042594,0.41712874375000003,-0.04631078711360026,0.010817999999999994,0.033056499999999996,-12.6186602861767,-0.09614033056481688,-0.12835793865423295
2019-02,2019-02,0.0034079255172560596,0.39863500500000004,-0.043060685309472824,0.002976999999999997,0.030079500000000002,-13.25271380840772,-0.03604540349037368,-0.15977662845462215
2019-03,2019-03,0.03421310307414918,0.371231806875,-0.010320821900260069,-0.001855499999999996,0.031935,-11.624606446688587,0.05578256033597981,-0.11290681753569176
2019-04,2019-04,0.01993912117674406,0.37524385187500003,0.00941251115797126,0.003009999999999996,0.028925,-12.972994014693173,-0.01910959080748234,-0.12985880526069193
2019-05,2019-05,0.012886789770511671,0.3709011511764706,0.022420597980988166,-0.005584999999999995,0.03451,-10.747642746348033,0.07291237450886538,-0.066414744594268
2019-06,2019-06,0.030231102795819944,0.39306328588235295,0.0533295001791152,0.0068099999999999975,0.0277,-14.190010320662562,-0.06640286748789206,-0.1284074825976247
2019-07,2019-07,0.024321638034569763,0.4038773894117647,0.07894819901360584,0.0016249999999999988,0.026075,-15.48906574925272,-0.0008480938079658898,-0.1291466748147031
2019-08,2019-08,0.0023428323027024525,0.40778693,0.08147599370719738,-0.0007950000000000014,0.02687,-15.176290658727204,0.014407983376390602,-0.11659943458215882
2019-09,2019-09,0.006757199191024365,0.404533658125,0.08878374241698794,-0.003029999999999999,0.0299,-13.529553783444815,0.047751747154862134,-0.07441551414586389
2019-10,2019-10,0.0016778110543709645,0.43950704428571424,0.09061051581583457,0.0023720000000000034,0.027527999999999997,-15.965818231826297,-0.036193109791521065,-0.10791529506371123
2019-11,2019-11,0.0037484764439759113,0.4314301366666666,0.09469864364392255,0.0025129999999999944,0.025015000000000003,-17.246857352255308,-0.03959287608224158,-0.1432354942411168
